,total,disabled,zipcode
11087,223,52,34137
11088,472,40,34138
11089,424,30,34139
11090,297,0,34140
11091,78,17,34141
11092,24532,2263,34142
11093,16697,2170,34145
11094,3960,557,34201
11095,20886,1537,34202
11096,36679,4567,34203
11097,29409,5031,34205
11098,30015,5026,34207
11099,33954,4047,34208
11100,32450,4879,34209
11101,14806,2225,34210
11102,3070,319,34211
11103,15171,1339,34212
11104,634,75,34215
11105,1559,166,34216
11106,5079,645,34217
11107,18026,1699,34219
11108,40119,5189,34221
11109,11049,2058,34222
11110,17204,3474,34223
11111,15330,3494,34224
11112,6658,1229,34228
11113,6970,988,34229
11114,28382,4216,34231
11115,32775,4203,34232
11116,17442,2759,34233
11117,20102,3263,34234
11118,13343,1965,34235
11119,10253,2147,34236
11120,16292,1900,34237
11121,17041,2539,34238
11122,15382,1938,34239
11123,11817,1109,34240
11124,13763,1726,34241
11125,8534,938,34242
11126,25856,3151,34243
11127,5819,723,34251
11128,28778,4318,34266
11129,187,0,34268
11130,3667,646,34269
11131,16307,2712,34275
11132,17576,3761,34285
11133,20700,2359,34286
11134,24512,5071,34287
11135,10994,1000,34288
11136,1459,166,34289
11137,4678,453,34291
11138,14178,2911,34292
11139,33228,5703,34293
11140,16292,2952,34420
11141,9967,1790,34428
11142,7344,1550,34429
11143,7738,1521,34431
11144,12859,2367,34432
11145,5947,1230,34433
11146,8502,1233,34434
11147,7049,1847,34436
11148,15012,2241,34442
11149,0,0,34445
11150,16919,3561,34446
11151,10916,2539,34448
11152,2795,658,34449
11153,10083,1976,34450
11154,11022,2320,34452
11155,10723,1959,34453
11156,8785,1897,34461
11157,15807,3201,34465
11158,18419,3228,34470
11159,24196,3217,34471
11160,25820,3716,34472
11161,17895,2105,34473
11162,14700,1805,34474
11163,11803,2118,34475
11164,22540,4054,34476
11165,13164,2210,34479
11166,18753,2093,34480
11167,17349,4278,34481
11168,19736,3059,34482
11169,3176,351,34484
11170,10379,2452,34488
11171,26658,5303,34491
11172,572,135,34498
11173,20641,4076,34601
11174,7571,1752,34602
11175,9579,1204,34604
11176,25899,6374,34606
11177,7668,1230,34607
11178,31649,5896,34608
11179,37571,6264,34609
11180,11692,2050,34610
11181,18136,4220,34613
11182,6835,738,34614
11183,5618,604,34637
11184,22155,1683,34638
11185,24827,2398,34639
11186,22499,4386,34652
11187,29774,5887,34653
11188,20966,3527,34654
11189,38516,5244,34655
11190,278,57,34661
11191,32592,6925,34667
11192,43000,8399,34668
11193,12525,2204,34669
11194,21158,2463,34677
11195,10,0,34679
11196,1471,68,34681
11197,31822,3531,34683
11198,26460,4861,34684
11199,17106,1851,34685
11200,8625,1135,34688
11201,25284,4332,34689
11202,12498,2136,34690
11203,19476,3116,34691
11204,17180,1950,34695
11205,37231,5925,34698
11206,2868,367,34705
11207,54371,5534,34711
11208,14733,1401,34714
11209,14634,1213,34715
11210,11033,2048,34731
11211,3994,510,34734
11212,14290,1758,34736
11213,2384,295,34737
11214,763,277,34739
11215,42818,6095,34741
11216,37563,5387,34743
11217,43543,4291,34744
11218,34585,5210,34746
11219,13372,1264,34747
11220,38200,7861,34748
11221,5242,595,34753
11222,3253,370,34756
11223,33208,5896,34758
11224,32209,4934,34759
11225,809,133,34760
11226,38973,3401,34761
11227,373,79,34762
11228,20767,3149,34769
11229,13632,1678,34771
11230,23496,2593,34772
11231,3379,694,34773
11232,11282,1898,34785
11233,30904,1492,34786
11234,47484,4713,34787
11235,18002,3660,34788
11236,1092,116,34797
11237,3868,625,34945
11238,6104,1092,34946
11239,11827,1367,34947
11240,6426,1217,34949
11241,14751,2526,34950
11242,14087,2771,34951
11243,37447,6628,34952
11244,61420,6868,34953
11245,9374,580,34956
11246,21571,3672,34957
11247,18285,2799,34972
11248,22978,4887,34974
11249,5076,700,34981
11250,25795,3297,34982
11251,39625,6416,34983
11252,14196,2206,34984
11253,24754,4009,34986
11254,6439,617,34987
11255,27698,3105,34990
11256,16301,2769,34994
11257,10081,1682,34996
11258,40965,6219,34997
11259,9478,1540,35004
11260,8120,1633,35005
11261,3104,517,35006
11262,26428,3296,35007
11263,20643,3696,35010
11264,42,0,35013
11265,3150,664,35014
11266,17130,2547,35016
11267,1609,358,35019
11268,26451,5299,35020
11269,19089,3207,35022
11270,23128,4067,35023
11271,7764,1508,35031
11272,68,25,35032
11273,3540,512,35033
11274,3737,636,35034
11275,1468,253,35035
11276,208,50,35036
11277,15679,1932,35040
11278,6029,879,35042
11279,9324,812,35043
11280,7794,1615,35044
11281,14050,2686,35045
11282,4908,966,35046
11283,4270,563,35049
11284,8580,1543,35051
11285,70,22,35052
11286,2726,554,35053
11287,4297,687,35054
11288,19713,3399,35055
11289,12421,2122,35057
11290,9180,1495,35058
11291,303,44,35060
11292,1496,260,35061
11293,7236,1464,35062
11294,3793,1186,35063
11295,11469,1971,35064
11296,7755,1065,35068
11297,328,113,35070
11298,15804,1884,35071
11299,4960,1049,35072
11300,2483,636,35073
11301,103,0,35074
11302,12295,2375,35077
11303,2349,499,35078
11304,9445,1438,35079
11305,15799,1186,35080
11306,0,0,35082
11307,3608,459,35083
11308,7885,1514,35085
11309,1448,326,35087
11310,2098,627,35089
11311,2793,428,35091
11312,14904,2415,35094
11313,8234,1638,35096
11314,1798,436,35097
11315,1652,303,35098
11316,16551,1859,35111
11317,732,63,35112
11318,6880,872,35114
11319,14652,2264,35115
11320,4204,543,35116
11321,5537,706,35117
11322,3239,685,35118
11323,71,0,35119
11324,14660,2114,35120
11325,14532,2390,35121
11326,23164,2697,35124
11327,10130,2106,35125
11328,21669,3320,35126
11329,10145,1784,35127
11330,9452,1445,35128
11331,2979,648,35130
11332,4196,1038,35131
11333,3490,436,35133
11334,1734,255,35135
11335,1586,256,35136
11336,182,30,35139
11337,3131,739,35143
11338,10667,1367,35146
11339,5952,779,35147
11340,3114,886,35148
11341,630,129,35149
11342,19362,4036,35150
11343,7606,1332,35151
11344,24143,4933,35160
11345,3591,501,35171
11346,3163,547,35172
11347,25145,2717,35173
11348,5017,828,35175
11349,824,269,35176
11350,3539,636,35178
11351,9334,1357,35179
11352,14361,2324,35180
11353,502,73,35183
11354,6719,1134,35184
11355,4436,936,35186
11356,24,7,35187
11357,2272,415,35188
11358,2411,736,35203
11359,10707,2627,35204
11360,19359,2385,35205
11361,17422,3250,35206
11362,8963,1612,35207
11363,14155,2248,35208
11364,28429,2566,35209
11365,13734,2194,35210
11366,26395,5437,35211
11367,12936,1942,35212
11368,13974,920,35213
11369,18737,3470,35214
11370,46429,6784,35215
11371,36209,3102,35216
11372,13153,2454,35217
11373,7494,1580,35218
11374,4926,992,35221
11375,8120,1174,35222
11376,10511,643,35223
11377,6185,1095,35224
11378,32200,2486,35226
11379,9754,1594,35228
11380,1420,0,35229
11381,845,24,35233
11382,5617,1221,35234
11383,19758,2558,35235
11384,49954,3735,35242
11385,16822,1445,35243
11386,32405,2037,35244
11387,1094,87,35254
11388,36056,4702,35401
11389,20958,2409,35404
11390,42500,4192,35405
11391,14955,1539,35406
11392,1018,307,35441
11393,5375,1272,35442
11394,1769,364,35443
11395,3894,581,35444
11396,1675,359,35446
11397,3234,638,35447
11398,3568,747,35452
11399,11285,1766,35453
11400,2983,593,35456
11401,83,43,35457
11402,394,53,35458
11403,798,185,35459
11404,303,50,35460
11405,1812,413,35461
11406,4707,1196,35462
11407,1618,205,35463
11408,851,118,35464
11409,5501,1336,35466
11410,117,53,35469
11411,5528,1048,35470
11412,16052,1857,35473
11413,5603,1215,35474
11414,14315,1461,35475
11415,6688,936,35476
11416,136,63,35477
11417,1234,203,35480
11418,3685,927,35481
11419,4177,549,35490
11420,10663,2497,35501
11421,7647,1715,35503
11422,13336,2919,35504
11423,2502,645,35540
11424,3107,645,35541
11425,1377,270,35542
11426,1752,554,35543
11427,1151,261,35544
11428,74,32,35545
11429,4011,1048,35546
11430,1823,315,35548
11431,4657,1377,35549
11432,5076,1424,35550
11433,973,304,35552
11434,4337,1013,35553
11435,1136,252,35554
11436,9798,2519,35555
11437,35,7,35559
11438,4350,1115,35563
11439,2185,510,35564
11440,12284,3004,35565
11441,10764,2346,35570
11442,814,245,35571
11443,1351,233,35572
11444,1176,340,35574
11445,1027,321,35575
11446,2739,661,35576
11447,24,2,35577
11448,5485,1439,35578
11449,3166,692,35579
11450,4315,973,35580
11451,4982,953,35581
11452,4021,892,35582
11453,519,171,35584
11454,1224,268,35585
11455,4451,922,35586
11456,1297,277,35587
11457,4273,820,35592
11458,2313,507,35593
11459,7495,1758,35594
11460,32996,4922,35601
11461,30279,4137,35603
11462,2177,392,35610
11463,25161,3785,35611
11464,18056,1966,35613
11465,8326,966,35614
11466,0,0,35615
11467,4245,991,35616
11468,1821,440,35618
11469,4978,833,35619
11470,8257,1411,35620
11471,2821,570,35621
11472,6804,1380,35622
11473,32533,6265,35630
11474,20619,3067,35633
11475,9227,1162,35634
11476,25866,3800,35640
11477,2777,608,35643
11478,15327,2229,35645
11479,4144,930,35646
11480,1019,98,35647
11481,3100,519,35648
11482,93,14,35649
11483,13935,2940,35650
11484,1392,262,35651
11485,7882,1578,35652
11486,11697,2176,35653
11487,8143,1458,35654
11488,8981,1970,35660
11489,17803,2649,35661
11490,7485,1412,35670
11491,2061,358,35671
11492,5798,1191,35672
11493,8048,1370,35673
11494,17415,3786,35674
11495,1620,326,35677
11496,5985,732,35739
11497,3413,545,35740
11498,3087,338,35741
11499,2892,618,35744
11500,239,83,35745
11501,768,159,35746
11502,5698,1150,35747
11503,6030,929,35748
11504,20315,2116,35749
11505,12237,1780,35750
11506,377,63,35751
11507,1898,451,35752
11508,5243,918,35754
11509,554,112,35755
11510,9638,786,35756
11511,13812,1182,35757
11512,42749,3553,35758
11513,7213,723,35759
11514,5141,961,35760
11515,10999,1504,35761
11516,15074,1201,35763
11517,681,85,35764
11518,3604,776,35765
11519,154,26,35766
11520,11994,2241,35768
11521,9682,1846,35769
11522,3708,615,35771
11523,4600,1029,35772
11524,12592,1977,35773
11525,63,27,35774
11526,514,122,35775
11527,3873,516,35776
11528,20753,2841,35801
11529,20626,2771,35802
11530,26225,3388,35803
11531,21954,3819,35805
11532,19164,1804,35806
11533,691,64,35808
11534,30961,4542,35810
11535,26785,3200,35811
11536,14263,1966,35816
11537,5934,469,35824
11538,636,35,35896
11539,19819,3587,35901
11540,18182,4123,35903
11541,13331,3233,35904
11542,6156,1315,35905
11543,9939,1974,35906
11544,8325,1061,35907
11545,21410,2850,35950
11546,12663,2164,35951
11547,7629,1407,35952
11548,6445,1165,35953
11549,12320,2475,35954
11550,8697,1641,35956
11551,15768,2703,35957
11552,3162,394,35958
11553,4479,1015,35959
11554,9975,2249,35960
11555,6974,1035,35961
11556,7805,1389,35962
11557,1681,185,35963
11558,3602,627,35966
11559,16077,2135,35967
11560,3343,564,35968
11561,5794,895,35971
11562,1134,154,35972
11563,3228,605,35973
11564,1482,334,35974
11565,1119,164,35975
11566,16103,3452,35976
11567,5321,1213,35978
11568,1316,228,35979
11569,5958,1322,35980
11570,3044,684,35981
11571,3837,745,35983
11572,1962,480,35984
11573,7551,1160,35986
11574,2598,398,35987
11575,2060,373,35988
11576,3274,558,35989
11577,59,5,35990
11578,1963,501,36003
11579,1699,252,36005
11580,1636,261,36006
11581,2673,388,36009
11582,4654,963,36010
11583,482,49,36013
11584,3486,936,36016
11585,1883,404,36017
11586,1100,208,36020
11587,11331,1611,36022
11588,5250,876,36024
11589,3301,439,36025
11590,790,143,36026
11591,16205,2876,36027
11592,1784,431,36028
11593,786,179,36029
11594,431,95,36030
11595,58,6,36031
11596,2207,528,36032
11597,3917,922,36033
11598,760,127,36034
11599,1766,419,36035
11600,1889,477,36036
11601,13533,2691,36037
11602,108,39,36038
11603,233,42,36039
11604,3643,842,36040
11605,1029,227,36041
11606,1359,240,36042
11607,3107,502,36043
11608,1712,262,36046
11609,1182,258,36047
11610,1365,287,36048
11611,5619,1081,36049
11612,2170,325,36051
11613,1161,202,36052
11614,2089,612,36053
11615,14813,2451,36054
11616,7242,810,36064
11617,17986,2123,36066
11618,26946,4411,36067
11619,1537,511,36069
11620,918,157,36071
11621,2188,424,36075
11622,13304,2209,36078
11623,9493,1411,36079
11624,2369,359,36080
11625,16020,2186,36081
11626,1233,11,36082
11627,8515,1832,36083
11628,4551,635,36088
11629,7555,1502,36089
11630,4307,785,36091
11631,18707,2863,36092
11632,10275,1021,36093
11633,7884,2087,36104
11634,11336,2504,36105
11635,14566,2102,36106
11636,8015,1530,36107
11637,20847,4365,36108
11638,23897,4181,36109
11639,12442,2554,36110
11640,12814,1889,36111
11641,47,11,36112
11642,594,6,36113
11643,565,30,36115
11644,45524,7701,36116
11645,49669,4807,36117
11646,19049,4992,36201
11647,18761,3137,36203
11648,453,121,36205
11649,11429,1877,36206
11650,19890,3274,36207
11651,4928,888,36250
11652,4692,1027,36251
11653,852,135,36255
11654,1848,311,36256
11655,1282,274,36258
11656,3920,757,36260
11657,1302,315,36262
11658,761,189,36263
11659,8589,1553,36264
11660,20940,3503,36265
11661,6184,1170,36266
11662,32,0,36267
11663,5068,880,36268
11664,1159,290,36269
11665,5908,1181,36271
11666,12696,2536,36272
11667,3608,551,36273
11668,10821,2183,36274
11669,2314,397,36276
11670,4798,983,36277
11671,3931,691,36278
11672,2681,372,36279
11673,3977,730,36280
11674,36487,6554,36301
11675,29982,4970,36303
11676,14450,1759,36305
11677,6588,1474,36310
11678,2653,548,36311
11679,6418,1096,36312
11680,377,65,36313
11681,381,142,36314
11682,1271,274,36316
11683,306,62,36317
11684,1223,294,36318
11685,2251,536,36319
11686,3737,580,36320
11687,1487,253,36321
11688,8531,1702,36322
11689,8023,1831,36323
11690,33472,5206,36330
11691,6339,1339,36340
11692,1296,355,36343
11693,5247,1238,36344
11694,7880,1245,36345
11695,1201,229,36346
11696,6992,1519,36350
11697,4000,878,36351
11698,5223,1009,36352
11699,1906,347,36353
11700,19097,4021,36360
11701,3054,48,36362
11702,918,211,36370
11703,667,111,36371
11704,598,132,36373
11705,1036,163,36374
11706,7498,1548,36375
11707,2179,441,36376
11708,7486,1614,36401
11709,10469,2148,36420
11710,8410,1677,36421
11711,1149,79,36425
11712,14995,3276,36426
11713,2590,593,36432
11714,521,135,36435
11715,339,13,36436
11716,449,35,36439
11717,3708,882,36441
11718,4263,925,36442
11719,688,168,36444
11720,4745,1025,36445
11721,406,133,36446
11722,4424,881,36451
11723,2145,553,36453
11724,17,0,36454
11725,502,124,36455
11726,2106,424,36456
11727,11514,1724,36460
11728,9949,2527,36467
11729,102,0,36470
11730,925,171,36471
11731,212,82,36473
11732,3182,604,36474
11733,2103,493,36475
11734,68,41,36476
11735,4224,1109,36477
11736,1645,372,36480
11737,276,31,36481
11738,1184,261,36482
11739,293,50,36483
11740,17401,3172,36502
11741,1451,345,36505
11742,17520,2947,36507
11743,2138,401,36509
11744,939,216,36511
11745,24,24,36512
11746,482,69,36513
11747,2357,492,36518
11748,5723,743,36521
11749,6123,1434,36522
11750,1837,485,36523
11751,1348,280,36524
11752,1750,280,36525
11753,29698,2805,36526
11754,12960,939,36527
11755,1356,275,36528
11756,496,67,36529
11757,7442,950,36530
11758,29188,3720,36532
11759,25679,3722,36535
11760,355,124,36538
11761,869,129,36539
11762,679,141,36540
11763,14744,3202,36541
11764,12646,1669,36542
11765,101,0,36543
11766,10638,2108,36544
11767,10225,1513,36545
11768,1111,165,36548
11769,4802,1147,36549
11770,75,10,36550
11771,7742,1460,36551
11772,3402,854,36553
11773,858,144,36555
11774,134,57,36556
11775,3946,882,36558
11776,158,55,36559
11777,3578,629,36560
11778,6115,651,36561
11779,1372,242,36562
11780,16,0,36564
11781,12927,2204,36567
11782,143,0,36568
11783,883,234,36569
11784,14679,2332,36571
11785,6378,903,36572
11786,1570,354,36574
11787,18964,3057,36575
11788,3870,639,36576
11789,1393,201,36578
11790,1268,246,36579
11791,6228,1514,36580
11792,419,168,36581
11793,25274,4526,36582
11794,703,113,36583
11795,911,330,36584
11796,1093,151,36585
11797,11671,1985,36587
11798,0,0,36590
11799,627,209,36602
11800,7172,1442,36603
11801,9959,1389,36604
11802,29455,4669,36605
11803,20666,2708,36606
11804,6888,1118,36607
11805,37057,4886,36608
11806,23413,2732,36609
11807,12216,2640,36610
11808,6058,998,36611
11809,4742,920,36612
11810,13102,2234,36613
11811,234,125,36615
11812,0,0,36616
11813,13114,2868,36617
11814,16714,2188,36618
11815,15386,2385,36619
11816,545,30,36688
11817,17040,2534,36693
11818,45786,5006,36695
11819,22427,4725,36701
11820,14248,2895,36703
11821,586,74,36720
11822,578,86,36722
11823,124,57,36723
11824,5042,864,36726
11825,168,29,36727
11826,409,46,36728
11827,7952,1544,36732
11828,1756,544,36736
11829,894,231,36738
11830,1666,350,36740
11831,1692,411,36742
11832,6935,1424,36744
11833,2962,784,36748
11834,847,242,36749
11835,3349,575,36750
11836,815,190,36751
11837,1757,322,36752
11838,42,0,36753
11839,403,184,36754
11840,6201,1577,36756
11841,1661,299,36758
11842,1488,299,36759
11843,943,209,36761
11844,253,51,36763
11845,1400,359,36765
11846,30,4,36766
11847,1902,551,36767
11848,889,129,36768
11849,2731,496,36769
11850,1149,379,36773
11851,710,197,36775
11852,1662,239,36776
11853,3042,749,36782
11854,767,155,36783
11855,7609,1681,36784
11856,1738,236,36785
11857,3167,974,36786
11858,80,33,36790
11859,1373,148,36792
11860,650,162,36793
11861,21896,3363,36801
11862,17845,2764,36804
11863,33863,2453,36830
11864,23541,1680,36832
11865,3204,99,36849
11866,2707,498,36850
11867,2082,414,36852
11868,7762,1549,36853
11869,14681,2826,36854
11870,1582,521,36855
11871,4317,581,36856
11872,540,70,36858
11873,38,20,36859
11874,1404,320,36860
11875,3038,741,36861
11876,6284,1340,36862
11877,12108,2398,36863
11878,20,0,36865
11879,3739,637,36866
11880,21526,3945,36867
11881,18334,4031,36869
11882,18222,2381,36870
11883,1150,309,36871
11884,8696,1435,36874
11885,5120,819,36875
11886,11327,1976,36877
11887,2591,490,36879
11888,399,209,36901
11889,3842,928,36904
11890,2017,432,36907
11891,2372,512,36908
11892,26,26,36910
11893,1854,476,36912
11894,176,58,36913
11895,481,95,36915
11896,656,167,36916
11897,1994,507,36919
11898,1337,370,36921
11899,647,190,36922
11900,3487,899,36925
11901,5532,551,37010
11902,2477,492,37012
11903,81778,5713,37013
11904,2130,249,37014
11905,17101,2879,37015
11906,1215,173,37016
11907,1625,317,37018
11908,731,179,37019
11909,5200,598,37020
11910,6013,1018,37022
11911,1475,361,37023
11912,6038,1128,37025
11913,2134,444,37026
11914,50939,2945,37027
11915,757,102,37028
11916,5100,664,37029
11917,6848,1308,37030
11918,3892,421,37031
11919,4496,652,37032
11920,7928,1691,37033
11921,7202,1199,37034
11922,3376,412,37035
11923,5699,881,37036
11924,6350,623,37037
11925,41369,5918,37040
11926,62778,8554,37042
11927,41416,4778,37043
11928,4319,599,37046
11929,2433,387,37047
11930,6666,741,37048
11931,3088,418,37049
11932,1991,440,37050
11933,3966,753,37051
11934,2376,362,37052
11935,27537,4419,37055
11936,1213,125,37057
11937,7275,1420,37058
11938,1422,322,37059
11939,2382,347,37060
11940,4996,1013,37061
11941,10715,1475,37062
11942,50984,4433,37064
11943,42720,5413,37066
11944,23258,1402,37067
11945,19583,1284,37069
11946,29829,3868,37072
11947,13250,1544,37073
11948,7048,1165,37074
11949,60011,5575,37075
11950,37781,4050,37076
